periodo,molienda_cereales_y_oleaginosas,resto_de_alimentos,bebidas,tabaco,textil_indumentaria_y_cuero,madera_papel_y_edicion,refinacion_de_petroleo,quimicos,caucho_y_plastico,minerales_no_metalicos,metales_basicos,metalmecanica,automotriz,resto_de_industria,total_industria
2017-07-01,99948.80907526519,137913.3884856458,50655.06217496343,2773.733366309611,66770.20890703588,109737.2808425953,60366.42862798731,213946.3013793071,80579.849409749,172261.5363273629,224336.4789420486,21698.68479824608,37202.05088148692,962.6938427943344,1273002.196980142
2017-08-01,98897.8888897045,137013.498582384,48780.01803187835,2622.327003249166,66887.36418115614,110027.0241628988,63049.64694368487,217256.6935962051,80481.79661799368,169744.9627176612,226568.2692840941,21920.43299988581,37688.08095270115,1030.850452841085,1277179.290089004
2017-09-01,95404.14848628579,137313.6622259912,47933.35903127184,2614.026097848073,67349.63294270274,108714.8219253315,62461.61929854384,213169.6585271764,80798.13011657938,165775.7791086452,243182.5898005009,21358.95690693575,37847.61788720355,981.4739703139309,1282206.201483627
2017-10-01,105968.0933783892,137480.1849619696,48155.17484612427,2501.167118682732,67248.5131876399,105466.8502056429,61901.24884524402,209324.3676251897,79760.82561280156,172657.9194751973,224081.8391077482,21461.40220991599,37647.18360258907,1005.592455774168,1270153.932740875
2017-11-01,95843.92451259337,138369.6920995769,50357.82425057205,2406.637679978375,67886.99369883088,105754.9461751493,53138.40245219866,205636.4933974889,78493.25419954653,173188.5804936368,246483.002166843,21157.40123483401,37591.74754416397,1022.608925067452,1282729.512681313
2017-12-01,93226.51612956943,137739.1534892932,49871.60838569361,2437.006391905526,72474.15999854925,106434.2041802424,65640.00861313465,209680.106411041,78915.64134410938,172751.1670711774,250273.025028149,21881.82311509034,38813.76106438528,1085.774539739162,1307683.815552034
2018-01-01,98691.50832467504,136861.2463842678,49759.15469349761,2324.786395473498,67067.122734192,107710.7078802081,60447.04272856551,206516.7269469152,76959.34228877493,177176.7987201652,247742.2519811241,21093.55079940429,36623.7612275959,1074.138509438179,1294230.575991033
2018-02-01,98085.08082991942,137374.5164762731,48128.65697996938,2253.323447876719,60701.2376006859,106948.3243625472,60594.98430297375,198947.3069807681,77142.11771383756,173189.9966568644,293826.8608292274,20950.0138225637,40220.11946718404,1155.909920136292,1317249.856043717
2018-03-01,96550.64964620267,137910.2438222013,49246.68092815185,2245.064847734187,63714.06183530414,110849.3799790842,61798.08232107772,202824.1001121533,76042.5045687478,172315.9421568516,273267.8181355323,20898.96492724662,38729.92587443808,1151.200003419588,1311945.759907049
2018-04-01,93265.09542567088,141677.8795626294,49970.38565548643,2283.802837960913,62645.96164356929,106894.5550001097,63238.88572281331,203975.7665722941,76997.04320947579,176427.5393524189,293570.8037934848,21404.51237630386,39716.41107837346,1232.650261913913,1333678.228094114
2018-05-01,93826.68671251336,136765.7661102217,49907.48051104986,2163.484727759983,60370.67788945823,106624.6409317972,56790.21192622195,201714.9757826805,75743.52446991162,171437.4595053264,273127.0131740682,19793.61385975895,38030.6966063034,1280.547211946152,1289225.223316771
2018-06-01,88162.02664517028,133696.5997606204,46510.78222870688,2119.584189015949,59329.89375980821,107088.5320485956,62433.70322769275,198633.1004628953,71918.17953695187,167036.4454440586,259008.1900273543,18439.10264109617,35064.17892338905,1225.290605145076,1249655.986865217
2018-07-01,83886.89530862155,136134.6562099295,47450.67520301775,2162.410827176842,57385.79069094882,101849.467904643,63603.58236039925,195049.2236460683,71013.30928501768,160167.2841175145,264377.9257705589,18628.71792151694,36995.00282331159,1262.192467188001,1231926.06348603
2018-08-01,85524.44617546015,136028.7460785642,45391.9834195943,2071.832901722922,56772.63575288669,102665.1806510334,64778.38387252414,193305.4901143824,71680.5157295485,163254.6424905828,264439.6370404155,18771.4820986092,37284.55612391446,1253.391796233398,1232134.957133947
2018-09-01,90258.51208605334,138545.9479150081,44426.86515543729,2163.99478462463,54168.36978623599,101662.0247307153,71196.34726525258,197837.1159688018,69572.84448909129,163422.4360902739,255503.8365550583,18175.27994799434,34139.94353799151,1187.836818818345,1245333.931487481
2018-10-01,93530.13103614835,136727.39725476,46687.14147541609,2166.425221579754,52210.70303727725,100057.103614878,63180.38216880662,198193.6893840672,68366.72797478801,159666.4087924854,254261.5279797078,17692.62616230691,35150.57271514174,1147.337528308827,1224315.479010376
2018-11-01,95608.87350642458,135448.5320923192,43581.70535926217,2167.19848087234,48329.45424065566,98915.55493245041,61813.65731517161,195119.6829264978,66570.71134569393,156697.9353892587,253226.1069485428,17873.44211703008,33642.35142313441,1105.409844498335,1210283.115117359
2018-12-01,97155.04445084906,136227.9523686956,41097.69062460998,2015.214081404365,50321.08727028483,97541.29875447185,62641.8409155731,199905.0786168464,64875.1224748735,162626.0299641851,204145.5389070482,18471.87375289385,31186.51356912846,1041.918346939276,1182702.177438237
2019-01-01,96124.66595680012,137006.8868039981,40830.18253244163,2115.460329426738,46822.39495059798,97858.5293132238,62489.28402870138,195903.0703834215,67624.37369932178,159730.7026178448,239086.7536176538,16027.30388121797,31927.0700870644,1147.005324365751,1205668.855426753
2019-02-01,94107.07152750636,138301.1371868858,42772.93005696102,2015.725485787157,53842.78147362751,99790.4433346077,62292.14914538465,199632.8179603656,69016.34365927611,163242.0648989845,230868.4634704326,18117.16900929014,35946.01086426054,1229.969180660788,1209908.445595669
2019-03-01,90029.18053853419,133154.2364846403,40757.26532187448,1853.455798503878,51851.22144252721,96787.78070438969,63448.71148708469,198683.8899060485,61799.49350136737,163633.4140497158,243046.1951577931,17994.11151211974,27801.5870122933,1060.352938006582,1197968.590006455
2019-04-01,111633.1794823367,135648.543889474,46709.8304246055,1771.95901776988,54859.54145655523,99041.07995487232,54298.24761992165,195470.1065895015,63653.14855187087,162505.9303170674,277443.5006470912,18331.9411137291,30623.23542645078,1050.72483585433,1248713.851741023
2019-05-01,103929.4182062963,135919.233812191,43734.69716940958,1850.106803006512,56049.64134660759,98256.82145922865,63786.77739855368,192806.4756588484,64596.35242073445,161903.5715519861,241101.5783902134,19163.20961398763,30675.62455523065,995.9948949489874,1206293.092115866
2019-06-01,105745.8510399262,138267.0062543904,45479.85929986763,1827.198079619513,55659.52633833408,96680.64919717457,61715.2566943007,188320.7718894759,63004.19682072231,149900.6321774454,241978.634163613,19904.10095928209,26877.08912331764,995.9840881913874,1197467.858973776
2019-07-01,104910.3948558605,136311.2780255487,45575.40184306309,1765.993773636381,57258.25688182258,96629.1267444541,60920.39568409755,197527.9232099483,66486.34130449874,154297.2119040373,249406.428468267,19170.6064449593,29112.37228260262,1064.920373123603,1211759.932585702
2019-08-01,97850.16087638818,135992.4265256077,46018.8210439543,1798.821448739969,57262.2625115554,100623.4077676346,65894.22280675132,194785.8003906018,63390.25656551095,163249.2544824766,263773.5486255644,18255.40898876237,29719.84878122085,1041.57732081205,1234861.574364692
2019-09-01,89271.74744452999,133644.4461502752,49666.35077278998,1756.117067867618,56889.42770185888,97485.76372257058,66247.28850203093,184019.8506995988,62470.47185033714,164156.7069722873,241449.8408377775,19068.07588777049,29761.83701510335,1167.498153361304,1191188.07352497
2019-10-01,89366.23636796547,134783.2130792768,48925.57587222932,1776.384945631197,57980.82349174792,102635.5836410024,64774.44888671066,199105.8875176742,64726.78312395499,160155.5619062824,243447.6885207561,19479.14776092395,31021.90206220772,1223.597880699838,1220733.428160348
2019-11-01,83876.65711301607,136425.1848031188,47870.1150856949,1760.359627397856,58172.10102403603,101985.5550052081,63123.3105700162,194945.429249759,64679.52564372663,140679.7137855523,220867.8140154151,19415.21519091009,29282.47000019941,1199.849332220324,1167747.148996397
2019-12-01,85331.11550148227,136544.8682541189,47908.91286262465,1746.876306891593,57599.18427964114,100473.6106384213,64216.46448112078,195361.2854047782,66169.6780504738,145891.5591697758,185651.1771627894,18951.83390132316,28133.77915315862,1159.710961522717,1151190.46720333
2020-01-01,93657.72583282477,134322.3969461986,49395.1856069995,1730.359870042593,59526.21957192973,99902.92835036553,60937.97029952855,198744.8498027432,63986.46224421509,154152.9389548616,187011.4258782309,19532.8879906442,34127.90985313286,1097.601715771769,1163580.775699651
2020-02-01,86521.25732853664,134508.3596855462,48084.6480688789,1748.627008883273,57958.23419633162,98074.41965410647,63425.60170884368,200715.4791226572,67048.25715094533,160391.435061605,192248.2325426962,20402.59400328799,34146.58692208112,1030.668148458984,1167937.319743058
2020-03-01,78998.55740777509,132816.739762878,46350.06534280067,1419.139179660477,39431.29054862822,84666.51824611376,61519.83795698962,197435.4763247599,53799.64416154032,103125.2178971698,144465.4712345189,17083.4816850511,23195.62843772864,1243.464266637499,987201.7923141392
2020-04-01,83341.45149116697,130351.5940341956,41893.25451187317,389.9811663122779,14312.2974051207,84488.48435855885,57735.00046877168,171246.1764141443,36970.88485296589,54889.98284867516,72761.0996634456,10289.63605344734,8758.838548518595,1063.966029584512,765168.9696229839
2020-05-01,81537.18578654066,135928.3363931965,42892.18183475664,1839.070912638143,30381.87678605033,89986.3216899894,59852.25110300775,185667.3536980828,50573.12358910327,94155.46997426605,114150.8039435368,15573.2310517334,15575.38004024663,1154.176238266026,914634.1050848855
2020-06-01,81066.99416870848,135515.172575493,45095.16949056575,2246.298812840433,43841.52672912259,87330.86298317657,62586.34726162125,188180.9544710797,59290.04155337982,123519.4252504977,142920.1507830562,18025.32308836214,24318.92925985275,1238.983203784187,1004948.070605721
2020-07-01,83511.98544298575,131535.2612601797,45232.10616384936,2071.378345747853,47466.29831128707,95053.41719307032,63352.15454378727,202389.372713527,58952.00316245258,147407.7544307541,150272.437493797,17980.04058746996,27339.76541076019,1180.286861922598,1063655.498540407
2020-08-01,90624.50120204731,133055.8447155373,47026.19911923374,2002.178702173349,50597.83304312626,96239.4751445936,63694.17664312082,201246.8090239196,62842.70637677356,152492.4931221351,160592.5470936896,19686.52443086357,27646.74660913937,1204.733879658178,1106660.487822757
2020-09-01,87834.08530426137,133236.3016415675,46126.07262969562,1849.454980214669,53155.68003858819,98629.98056545864,61834.52148708195,196275.4740732971,65520.34396453431,154710.0488260284,175231.0868339472,20348.74433035745,30649.98491642721,1232.460715952935,1128191.276861092
2020-10-01,88711.19735755063,135456.601011096,46933.38480721066,1778.92675157843,58379.64930041874,96934.21628965536,65705.86645172963,194017.0457676607,67338.77463363294,165648.1298078898,179990.2622377537,21186.24910877147,30033.47947434069,1214.877521118773,1152040.787152427
2020-11-01,93699.33247296301,136903.7826744022,46081.80110465884,1912.35952667397,58816.80605274119,97815.81933329873,68384.75763707754,203523.9204811393,68717.82229691955,166364.5781491324,206819.3492954866,21719.81086857637,30850.46737000538,1213.784503218474,1203159.353935722
2020-12-01,58841.94263214113,133985.5525038113,47764.50273865659,1755.762409962069,59060.62138080156,99439.35051438859,65309.5947127472,203293.3406662346,67791.15527964559,160582.620522784,238704.6610242244,21823.28715645332,32933.18022856764,1094.18697370969,1213622.7367
2021-01-01,92696.70381424449,135054.6553318258,47854.89734551983,1726.609691049912,63698.63663934004,91189.21229764499,68532.09651307638,202510.4367334356,72874.62206000065,172109.4397258466,253230.0387396844,22075.19179166926,35958.89254505782,1227.137613969898,1273039.306576251
2021-02-01,94289.27863366608,135598.937119768,47511.0091294823,1658.03236433934,59989.66445249502,98974.73326052018,67377.52445205388,193593.5061507488,67875.15172357328,156531.5292109729,245676.4721886219,22657.57125262106,32306.6331378229,1218.320785677058,1225246.664872392
2021-03-01,97025.3658722501,137443.4447319426,49239.54621205492,1933.28492305797,60635.9495014914,98592.92788093232,65219.45067887565,204057.3117230202,68225.00793440097,168510.5435063448,254782.1836376064,22068.59932748571,34444.81819231329,1281.246949357181,1260065.3814441
2021-04-01,87661.28770236188,137966.6884858739,48906.66044138741,1895.538843546328,59431.72318576198,98479.42796460277,60294.41156934355,209081.606373494,66714.37391222961,167180.0795842065,243909.8238091413,21288.8679552707,32045.33398254521,1278.692066593905,1227529.579582394
2021-05-01,87007.76185212049,136478.9438931466,49499.66765799478,1865.788479753628,58876.44161001351,95228.68971117817,62791.57326091324,205893.9288945557,64618.82148145224,158686.7555906849,263449.5057363654,21479.19202336608,33683.54773841485,1290.646236239342,1236166.717514517
2021-06-01,87617.23321026581,135477.2847724069,51904.61574328984,1895.963078505884,58970.38573516439,100760.637721496,67061.7100654017,212165.8014557627,68701.84327609684,167330.9562214916,260519.475916136,21865.32340081996,33553.48987677026,1282.051937296628,1263070.174417131
2021-07-01,90883.10731500051,137179.1247097612,47565.68824841092,1524.595645699592,58408.26917813904,101954.5399585061,66779.51646898569,198639.6478068458,67382.54026558468,170482.104754764,264957.5913776137,21962.78175507595,32317.2784567843,1284.017881577086,1255919.773150691
2021-08-01,84492.07596035409,137257.921506427,49301.45918854275,1747.665718240009,58839.08856243757,99317.07129900115,64322.92217136724,199184.8608277956,66640.22979170854,168140.2415804244,276282.6455865763,21723.23885417484,32834.4657470215,1328.366945630077,1257485.536189732
2021-09-01,88953.28714462944,144695.4927337337,49928.67317907132,1721.098230093462,61543.1843242534,99928.83421117706,64235.02799351012,204132.3592368863,68501.1937532764,171848.5569732543,278305.2434856691,21986.89086813101,33290.43032896325,1282.67966904835,1291967.635947054
2021-10-01,89502.93671423868,137164.9801502309,49117.95724490537,1754.442303770088,60232.01999269843,101218.8956001661,65639.14321694738,196276.0871468159,66532.39558387226,164517.9300812529,269409.1726241211,21326.69572837993,33095.85560420833,1290.426970536528,1258887.754153693
2021-11-01,86649.88861099721,136489.711179522,50616.58327188101,1592.896819703945,60961.31775584189,102423.8077239203,74833.11971472877,209604.9617105576,68224.78446074703,172837.6023096883,273722.8328767289,21739.34952236225,34114.42872485446,1294.272668036171,1294095.534554149
2021-12-01,81966.35079368684,138324.8301426314,51240.32893292366,1658.582661479137,60827.00160389121,102453.1285553016,70162.38072736285,212255.9509543091,70550.31953599642,170257.5918520431,299269.9540503786,22759.09815414734,37071.47170641115,1281.71411955347,1332772.869853929
2022-01-01,86977.01743471678,136182.3474440612,51331.37820226351,1694.985997723185,59907.26383984837,101879.1468894465,68009.42910337904,216634.9037967865,67643.67794154123,173373.1914093896,248899.7916813867,22238.9718169433,34149.75094724807,1287.785301087924,1283762.089051716
2022-01-02,88649.03758855072,137282.1419504842,52641.6886503622,1688.014420346797,62456.56413581521,101915.2476044045,59692.98304374026,212905.4377695649,70918.40071854564,170629.4211746346,281857.3260130162,22085.68332272507,34707.74376992886,1357.654703828279,1298231.399528666
2022-01-03,87135.39053361534,132658.9332781596,52238.54741659795,1506.689530355292,60660.82253078078,97783.2539809586,61285.47160502226,214546.6394946549,68859.11667787675,165951.1005210961,281636.5989034786,22069.63171218767,32760.57441027203,1276.6820328762,1281488.764277334
2022-01-04,93042.02854514401,137057.5640719016,52545.84170718403,1561.991146462117,61502.78526098482,103702.556201836,67503.61841205735,212594.7971651598,71069.62908706433,170702.0206359003,261934.1779279128,22540.10203362076,34194.64295200859,1340.771082013686,1284311.031522502
2022-01-05,91710.24566265551,137819.2702079481,55530.6256495339,1530.536568674846,61321.58081986568,102299.6489386594,68696.65904718926,211425.3828962703,68249.32096921524,176132.4192572308,280914.1554196224,22520.13994513523,33560.37992989984,1325.646981882879,1308112.500286211
2022-01-06,87984.54126017282,138954.5288627077,54067.79358607405,1484.978178070083,62389.67035510065,108028.1717071922,63316.85058877044,217094.7462895262,68506.16712533247,172568.5420132101,302993.4655379559,22775.05998389475,34551.22561021393,1361.002188045529,1327994.359988058
2022-01-07,84773.17640193223,140462.755740129,53160.66920648673,1538.186023131304,62087.24329856759,103403.5005340195,66446.93320851085,212512.4404545528,68722.75961617225,177443.8853192901,302147.1078292702,22432.23540099791,35508.70630031616,1360.301707120243,1328602.004940718
2022-01-08,83159.30667506398,140206.7747365124,49651.97807376115,1488.935527283183,63424.39061546143,99681.31308951961,67383.29638770207,214130.3280188664,68630.91387846164,185527.3489860113,292543.0467719814,21825.60195709144,35212.97320979922,1342.102526319132,1318637.703931695
2022-01-09,94051.83128982947,139083.5766017799,50767.85957504255,1519.622620906291,61390.91889578855,102034.8867967912,68018.98680113305,210789.0021671199,66701.62547542753,168265.4403815866,285266.3915662048,21797.51341033274,34457.62529874589,1361.585399883085,1304623.559071044
2022-01-10,92116.58953679442,139520.8169546405,51068.27559919349,1600.427516964414,60087.04642941102,100648.8024459877,68065.65872821076,210126.9208801971,68919.46720490075,176814.3028591739,289832.3670638062,21877.04196886344,34926.06592438196,1404.929270566896,1320493.799567391
2022-01-11,93648.89460204483,140401.6534057588,50984.00900048892,1535.213909965722,60326.16311124637,100687.034215771,64656.06492027942,208951.1360622686,68844.77714505988,167889.5618580118,281952.73442914,21986.31190247092,36055.38292020807,1505.158829517632,1301226.607170081
2022-01-12,91175.41839921667,140051.3986628974,50601.87702497285,1536.716209598997,60740.54688930944,101142.7237730366,65690.53342518839,206168.3661545717,67367.61136174323,173194.817730089,283716.3254824285,21895.00700389159,36344.04820913123,1510.879219835135,1315388.428256254
2023-01-01,80832.61562184089,143211.6432400493,52452.81343353729,1472.053531417582,58432.94488818341,106767.3599619295,67213.15291162369,204782.7012532637,71805.98593661602,165182.9383805981,296454.4788559996,22006.82721707047,36747.09238618791,1467.865557351251,1320364.823953486
2023-01-02,74753.44323970514,140436.7976516828,51359.02497925254,1409.1788173395,61392.08718540504,101921.8968448606,66240.39256872801,205329.5448701347,69236.18443802618,171432.8781128794,265744.9142311116,21593.05496071372,37704.15231809211,1340.344699622747,1268240.209494771
2023-01-03,82698.75845447107,143447.4057765118,53123.99799142377,1510.476088242367,63629.18011537542,102170.1470835533,67744.06514784801,205425.72076819,70723.98633728243,172112.1134544541,267693.7974370546,22128.16429010843,40411.77362971871,1459.065443165968,1287658.266745992
2023-01-04,78342.41999596915,142197.0899475887,51372.05675183616,1486.966946106778,60820.00505191406,101921.3744696667,68648.28144410858,206771.3479999065,71053.54650736929,169256.6269463112,284942.1140364484,22500.16777957473,36436.12583811841,1443.37881549468,1298180.927234212
2023-01-05,79187.93637419125,142464.8195475826,49741.90172471333,1437.059108347792,59727.45756566369,102856.1209085012,67820.03329177162,205494.3773151808,69526.67197617528,167592.1016153192,273559.6291060492,22319.08511456754,35880.56644666435,1418.285967336521,1273990.815508933
2023-01-06,84589.23984817587,141526.6946603373,49233.82055983432,1431.237899026257,59884.22030268573,101635.6155586995,67261.43848388949,209226.883389996,69816.37838174467,166248.7482633477,254268.7745670198,22244.45016484704,35572.48478539997,1416.5797042448,1251759.734660263
2023-01-07,83448.56834749959,142993.5297531853,49981.39374899326,1499.040304580185,61034.59027278606,101235.6884013709,65181.02849216043,210897.7705280284,71500.49801213806,160101.4278274238,203068.1155533236,21939.81990837209,35264.45025451676,1433.074734273856,1207181.262446117
2023-01-08,88007.60395170267,137989.2447232283,50866.04040207072,1468.889520510382,61466.22849791683,102328.156365069,59410.29174177745,204933.4980546259,69803.63160533718,161143.9146403886,252469.3358542018,22895.9673831017,36156.75693579857,1405.249307746798,1249370.949695475
2023-01-09,75011.5368157459,147402.9572409014,50333.21200558802,1520.29221916403,61324.9461402508,102068.9574096613,65157.74571617216,208580.7601471507,71658.5312406342,165880.0633446598,279932.153421276,23078.40669367844,35978.59566645961,1405.955034758638,1293912.290670137
2023-01-10,73340.95784340714,141454.7178646964,49163.45760039311,1389.212436886415,61307.81957311857,99679.32435883628,56544.61892397847,203973.528567717,67338.80498816879,163682.48364226,280005.1687940981,22795.25611005962,35266.13367194553,1384.431415058121,1259290.867732703
2023-01-11,71288.03524143461,140046.2549323018,50960.59789977298,1511.954890144976,62174.29283593951,99972.12963426128,62080.69216578486,201994.6344482317,66134.77103164066,162144.6470844686,270665.3737731418,22125.94297745551,35362.57729960627,1356.257564226341,1246365.893168237
2023-01-12,81474.82843623916,139543.2683021984,51784.27868114108,1534.099237189329,61963.19482345288,100014.0443918082,61232.97420888615,191280.1616567901,65643.05900686947,162388.2385759912,247764.8472733533,21940.8308545013,34621.412092342,1435.997430051577,1236486.541330898
2024-01-01,82346.69082701812,141567.6534254257,46495.46700175684,1525.049811665629,51246.33606520531,101108.8030950614,60342.61051002277,191169.0130176329,62450.70696065649,148558.7286433645,281211.2973223521,22004.3185535299,32869.2050006552,1592.2605829768,1233637.600412417
